branch,client_id,region,first_purchase,orders_count,payment_sum
FE,2371,Республика Саха (Якутия),2013-11-04,14,307875.34
NW,2339,Мурманская область,2011-29-04,8,163700.89
VG,2411,Республика Башкортостан,2012-28-12,20,557468.42
NW,2340,Архангельская область,2011-04-11,15,53901.27
CE,2381,Тверская область,2010-28-07,3,8177.57
CE,2382,Воронежская область,2010-15-08,7,101491.69
UR,2368,Ханты-Мансийский автономный округ,2013-09-10,5,124466.96
SB,2354,Республика Алтай,2010-27-08,7,42346.91
UR,2369,Челябинская область,2012-24-06,17,60727.77
CE,2383,Московская область,2011-21-08,0,0.00
NW,2341,Вологодская область,2011-21-03,0,0.00
VG,2412,Чувашская Республика,2015-28-03,20,232147.78
NK,2342,Чеченская Республика,2015-20-12,3,23668.12
CE,2384,Тамбовская область,2014-22-01,28,605130.54
NW,2342,Новгородская область,2011-14-03,12,4033.30
FE,2372,Амурская область,2012-12-02,13,187359.31
UR,2370,Челябинская область,2014-08-09,14,173385.15
SB,2355,Республика Алтай,2015-09-08,18,359161.82
FE,2373,Амурская область,2013-14-05,21,27097.81
SB,2356,Республика Алтай,2011-01-02,5,47421.69
VG,2413,Пермский край,2016-22-06,15,194320.55
VG,2414,Саратовская область,2012-18-05,7,167150.93
NK,2343,Республика Дагестан,2014-17-03,1,9000.39
UR,2371,Ханты-Мансийский автономный округ,2011-03-02,6,96399.82
SO,2415,Республика Калмыкия,2015-18-03,13,63076.43
NW,2343,Санкт-Петербург,2015-22-12,2,9694.22
SB,2357,Республика Хакасия,2010-19-12,5,99600.78
NW,2344,Мурманская область,2012-02-04,4,112083.17
SB,2358,Томская область,2012-06-04,3,111415.12
NW,2345,Республика Карелия,2010-23-11,13,223253.53
NK,2344,Чеченская Республика,2011-08-04,14,214992.16
VG,2415,Саратовская область,2015-28-05,3,44385.30
CE,2385,Ивановская область,2010-03-11,6,19385.62
NK,2345,Республика Дагестан,2015-09-06,7,121088.39
UR,2372,Свердловская область,2010-21-03,14,361738.18
NW,2346,Республика Коми,2014-14-06,10,160215.27
NK,2346,Республика Северная Осетия,2010-21-10,17,394815.21
CE,2386,Московская область,2014-22-08,26,233322.75
UR,2373,Курганская область,2015-21-05,17,646386.02
FE,2374,Сахалинская область,2014-02-04,9,103303.13
FE,2375,Чукотский автономный округ,2011-29-08,1,5077.54
NW,2347,Новгородская область,2010-25-09,2,8033.70
CE,2387,Москва,2011-31-05,3,43077.97
UR,2374,Ханты-Мансийский автономный округ,2015-26-04,12,59156.67
SO,2416,Ростовская область,2016-06-01,1,5647.82
FE,2376,Амурская область,2015-03-01,13,302896.73
NW,2348,Республика Коми,2016-23-04,2,59067.31
NK,2347,Республика Ингушетия,2015-31-05,0,0.00
SB,2359,Республика Бурятия,2012-22-10,20,149818.25
NW,2349,Калининградская область,2016-01-07,9,26909.82
SO,2417,Краснодарский край,2013-19-10,4,135933.37
SB,2360,Республика Тыва,2010-21-10,12,28158.94
NK,2348,Чеченская Республика,2013-17-05,1,1657.04
UR,2375,Ямало-Ненецкий автономный округ,2015-16-05,7,264489.00
NW,2350,Новгородская область,2013-24-09,7,87393.68
NW,2351,Калининградская область,2010-13-10,22,299188.39
VG,2416,Удмуртская Республика,2010-13-02,8,102957.73
VG,2417,Саратовская область,2011-08-04,1,38687.36
CE,2388,Рязанская область,2014-26-09,7,65371.50
UR,2376,Ямало-Ненецкий автономный округ,2014-19-09,3,20054.99
NW,2352,Псковская область,2012-28-08,24,51009.09
UR,2377,Свердловская область,2012-12-09,12,329334.28
NW,2353,Псковская область,2011-29-05,6,36082.08
FE,2377,Хабаровский край,2010-29-10,9,298419.27
NK,2349,Кабардино-Балкарская Республика,2014-17-10,13,62399.14
NK,2350,Ставропольский край,2012-21-03,23,168106.54
SB,2361,Томская область,2010-10-09,3,51282.77
FE,2378,Еврейская автономная область,2014-20-11,14,380237.56
VG,2418,Самарская область,2013-11-10,7,21446.38
VG,2419,Ульяновская область,2010-09-10,13,44326.11
VG,2420,Ульяновская область,2012-28-10,19,567689.55
VG,2421,Нижегородская область,2010-24-03,12,356360.54
CE,2389,Костромская область,2010-18-12,9,254999.26
VG,2422,Саратовская область,2015-26-01,14,487461.07
CE,2390,Ярославская область,2014-05-06,11,66819.72
VG,2423,Республика Мордовия,2011-09-03,19,25602.26
CE,2391,Костромская область,2012-30-05,24,142350.18
CE,2392,Тверская область,2010-31-07,32,73057.17
SB,2362,Забайкальский край,2015-22-11,22,443607.71
NK,2351,Карачаево-Черкесская Республика,2013-06-11,7,127430.68
CE,2393,Курская область,2015-20-09,6,172882.57
UR,2378,Ямало-Ненецкий автономный округ,2010-17-02,31,402281.64
FE,2379,Сахалинская область,2013-06-10,11,227292.61
CE,2394,Смоленская область,2010-03-11,2,57485.24
NW,2354,Санкт-Петербург,2013-05-04,18,78902.06
VG,2424,Республика Татарстан,2013-20-12,2,15095.23
SB,2363,Иркутская область,2011-22-06,17,676167.54
SO,2418,Республика Крым,2013-20-09,15,269031.68
FE,2380,Магаданская область,2011-20-04,13,345266.97
NW,2355,Ленинградская область,2010-15-04,7,88162.17
NW,2356,Псковская область,2015-12-06,9,145212.22
SB,2364,Иркутская область,2012-27-09,11,75129.18
NK,2352,Кабардино-Балкарская Республика,2016-08-05,24,1021747.56
NW,2357,Калининградская область,2016-03-07,18,40236.64
UR,2379,Свердловская область,2014-01-02,4,104629.13
UR,2380,Челябинская область,2014-01-01,1,3777.02
VG,2425,Саратовская область,2012-14-07,13,213188.46
FE,2381,Амурская область,2015-21-11,10,68265.85
CE,2395,Калужская область,2014-16-01,9,29619.89
FE,2382,Еврейская автономная область,2012-12-02,1,53954.35
UR,2381,Ханты-Мансийский автономный округ,2015-04-06,18,113816.22
FE,2383,Сахалинская область,2014-04-03,8,23281.83
FE,2384,Чукотский автономный округ,2015-02-10,19,210365.38
NW,2358,Республика Коми,2013-29-11,10,441372.66
NK,2353,Кабардино-Балкарская Республика,2010-05-08,16,494513.68
FE,2385,Чукотский автономный округ,2011-26-03,17,91576.45
UR,2382,Ямало-Ненецкий автономный округ,2010-28-01,12,334502.70
SB,2365,Республика Хакасия,2011-02-03,6,32986.50
VG,2426,Саратовская область,2011-15-07,1,16065.14
VG,2427,Удмуртская Республика,2014-23-02,8,185425.49
SO,2419,Ростовская область,2013-08-12,18,2231.99
VG,2428,Самарская область,2015-30-03,2,60528.94
NW,2359,Санкт-Петербург,2014-05-12,13,24419.31
FE,2386,Магаданская область,2010-24-03,16,2877.53
SO,2420,Республика Крым,2014-30-07,12,250928.34
NK,2354,Республика Северная Осетия,2014-17-05,6,195761.44
NK,2355,Карачаево-Черкесская Республика,2013-10-02,9,185156.76
VG,2429,Кировская область,2014-22-10,10,2479.25
NW,2360,Архангельская область,2015-17-09,0,0.00
FE,2387,Сахалинская область,2012-11-07,14,157774.61
UR,2383,Курганская область,2013-20-12,2,31389.53
VG,2430,Ульяновская область,2015-08-04,25,361628.00
CE,2396,Московская область,2014-12-12,19,349979.16
NK,2356,Чеченская Республика,2012-16-09,13,190392.47
CE,2397,Московская область,2011-01-08,29,388108.19
VG,2431,Республика Марий Эл,2011-19-07,12,10168.90
CE,2398,Курская область,2010-07-03,20,634499.77
NW,2361,Псковская область,2013-05-06,18,251067.86
NW,2362,Новгородская область,2013-11-02,28,820246.56
SO,2421,Волгоградская область,2011-27-02,22,288117.58
CE,2399,Брянская область,2011-14-07,22,417859.88
SO,2422,Республика Адыгея,2012-08-05,25,267440.60
NW,2363,Ленинградская область,2014-28-06,10,158131.77
SO,2423,Астраханская область,2015-26-09,15,519666.67
NK,2357,Чеченская Республика,2015-24-05,26,301339.24
SO,2424,Севастополь,2016-11-07,17,56836.71
UR,2384,Ямало-Ненецкий автономный округ,2015-02-10,1,23712.55
UR,2385,Курганская область,2014-02-08,27,555990.35
CE,2400,Ивановская область,2012-31-12,3,58538.98
VG,2432,Республика Татарстан,2016-28-01,14,15085.42
SB,2366,Республика Хакасия,2010-03-06,9,186774.76
SO,2425,Республика Адыгея,2014-21-04,30,740719.95
UR,2386,Ямало-Ненецкий автономный округ,2011-23-03,17,146460.66
SO,2426,Краснодарский край,2016-01-07,24,247521.26
SO,2427,Ростовская область,2015-05-09,3,33480.02
NK,2358,Карачаево-Черкесская Республика,2016-04-01,20,487487.92
SB,2367,Забайкальский край,2012-10-01,1,33663.82
SO,2428,Республика Крым,2013-07-01,3,83720.72
CE,2401,Смоленская область,2010-18-10,13,191617.79
SB,2368,Томская область,2012-02-01,10,330049.44
SO,2429,Республика Крым,2011-17-07,9,7247.07
NW,2364,Мурманская область,2015-23-08,4,12066.25
CE,2402,Белгородская область,2014-30-08,12,310264.81
SB,2369,Республика Тыва,2015-21-07,9,74002.91
UR,2387,Тюменская область,2010-24-02,23,110668.93
VG,2433,Самарская область,2013-29-03,31,181212.56
UR,2388,Ханты-Мансийский автономный округ,2011-14-11,12,337081.86
FE,2388,Приморский край,2012-20-08,8,116168.41
NW,2365,Ненецкий автономный округ,2014-20-01,13,34892.57
SO,2430,Севастополь,2010-22-02,36,653451.88
UR,2389,Тюменская область,2012-25-01,7,121320.08
SO,2431,Ростовская область,2011-24-11,16,592527.53
VG,2434,Республика Мордовия,2012-11-12,18,352214.46
NW,2366,Ненецкий автономный округ,2010-04-11,10,109406.01
VG,2435,Республика Мордовия,2013-10-05,11,242872.17
NK,2359,Республика Дагестан,2011-17-08,10,6536.38
NK,2360,Карачаево-Черкесская Республика,2012-12-08,1,12514.10
NK,2361,Кабардино-Балкарская Республика,2015-21-08,7,154152.71
NW,2367,Псковская область,2015-11-05,3,53883.36
UR,2390,Свердловская область,2014-11-04,2,27811.99
UR,2391,Челябинская область,2014-19-11,0,0.00
SO,2432,Ростовская область,2013-01-08,15,272848.02
UR,2392,Курганская область,2010-26-05,1,5666.29
SB,2370,Омская область,2012-18-03,25,931793.30
NW,2368,Республика Карелия,2015-01-05,2,2957.95
CE,2403,Брянская область,2016-30-05,11,203342.71
NW,2369,Калининградская область,2014-07-03,8,244441.90
NW,2370,Санкт-Петербург,2010-11-12,8,48968.03
NK,2362,Республика Северная Осетия,2011-08-06,9,174409.28
CE,2404,Рязанская область,2013-28-02,14,56424.07
NW,2371,Ненецкий автономный округ,2015-28-10,3,1065.12
FE,2389,Хабаровский край,2014-07-02,23,142126.16
SO,2433,Севастополь,2015-16-07,0,0.00
SO,2434,Республика Калмыкия,2011-16-03,8,147628.86
VG,2436,Пермский край,2012-12-09,10,132783.02
NK,2363,Республика Северная Осетия,2013-29-11,9,258492.31
FE,2390,Чукотский автономный округ,2010-21-02,9,26777.03
FE,2391,Чукотский автономный округ,2016-28-06,15,148118.85
UR,2393,Челябинская область,2014-04-03,25,246016.03
SO,2435,Краснодарский край,2014-07-09,10,103248.98
NW,2372,Ленинградская область,2012-14-11,1,2626.41
NK,2364,Республика Северная Осетия,2011-27-05,12,354075.14
FE,2392,Чукотский автономный округ,2010-14-01,1,3496.92
SB,2371,Республика Бурятия,2015-24-01,14,98209.26
SB,2372,Омская область,2014-08-06,28,162116.35
UR,2394,Тюменская область,2015-02-08,10,411757.30
SB,2373,Новосибирская область,2015-26-07,20,159966.82
SO,2436,Республика Адыгея,2013-15-07,6,174121.88
VG,2437,Пермский край,2014-27-06,18,197145.03
CE,2405,Ивановская область,2011-16-01,12,212053.56
UR,2395,Ямало-Ненецкий автономный округ,2016-29-01,1,20940.70
NW,2373,Санкт-Петербург,2013-01-04,13,278878.77
NW,2374,Ненецкий автономный округ,2010-23-12,6,28939.76
VG,2438,Самарская область,2012-13-05,13,439186.22
VG,2439,Самарская область,2013-21-10,16,449022.88
CE,2406,Ярославская область,2014-14-06,34,484959.34
VG,2440,Пензенская область,2012-17-03,22,19840.03
UR,2396,Свердловская область,2013-12-06,4,34276.28
VG,2441,Республика Башкортостан,2012-18-01,8,203884.34
VG,2442,Чувашская Республика,2011-23-03,2,39351.23
FE,2393,Приморский край,2012-19-08,25,97054.74
NW,2375,Республика Коми,2010-17-09,2,29712.12
VG,2443,Нижегородская область,2013-23-10,0,0.00
VG,2444,Пензенская область,2014-16-08,6,69641.21
NK,2365,Республика Дагестан,2014-16-02,1,38582.34
FE,2394,Амурская область,2013-14-11,3,55609.81
NW,2376,Псковская область,2013-14-06,18,360840.73
NW,2377,Республика Коми,2010-18-02,9,140844.91
CE,2407,Тамбовская область,2012-20-07,10,95126.36
NK,2366,Карачаево-Черкесская Республика,2014-08-01,15,42112.99
CE,2408,Воронежская область,2014-10-02,9,32622.83
CE,2409,Тверская область,2015-01-11,14,305889.98
FE,2395,Еврейская автономная область,2016-29-02,3,97114.21
NW,2378,Ленинградская область,2015-23-06,10,108866.20
SO,2437,Астраханская область,2014-24-10,3,97189.61
NW,2379,Новгородская область,2010-16-07,13,124057.93
NK,2367,Республика Дагестан,2015-16-06,15,302160.61
NK,2368,Кабардино-Балкарская Республика,2012-23-01,8,187080.02
SB,2374,Красноярский край,2010-27-04,19,423311.07
UR,2397,Курганская область,2012-23-10,13,377180.15
NW,2380,Ленинградская область,2014-01-11,15,218848.73
CE,2410,Владимирская область,2015-14-09,13,287206.46
UR,2398,Курганская область,2010-30-06,33,1039463.39
FE,2396,Магаданская область,2014-13-07,12,280506.79
NW,2381,Санкт-Петербург,2016-19-01,5,19130.07
FE,2397,Хабаровский край,2012-23-03,0,0.00
SB,2375,Томская область,2010-09-03,1,20648.56
CE,2411,Рязанская область,2010-20-09,20,358938.31
FE,2398,Сахалинская область,2010-30-05,5,83060.17
VG,2445,Республика Марий Эл,2013-07-05,17,291540.00
SO,2438,Краснодарский край,2011-28-07,22,343790.17
UR,2399,Ханты-Мансийский автономный округ,2010-25-11,28,605383.08
NK,2369,Чеченская Республика,2013-14-05,17,26876.63
VG,2446,Оренбургская область,2015-23-12,30,393685.04
FE,2399,Приморский край,2013-06-05,7,20027.09
FE,2400,Хабаровский край,2013-24-11,4,10276.22
SB,2376,Красноярский край,2013-08-04,9,81436.94
NK,2370,Республика Северная Осетия,2010-09-12,13,29001.58
VG,2447,Удмуртская Республика,2014-25-02,19,582654.21
FE,2401,Чукотский автономный округ,2011-22-05,3,45249.20
SO,2439,Республика Крым,2011-22-10,13,401737.75
NK,2371,Карачаево-Черкесская Республика,2010-15-05,21,6174.43
NW,2382,Архангельская область,2015-21-01,7,65460.20
SO,2440,Республика Крым,2014-07-07,9,196264.12
FE,2402,Приморский край,2011-18-03,4,10478.36
NW,2383,Вологодская область,2012-22-07,7,86043.62
NK,2372,Республика Дагестан,2015-22-05,10,266782.87
VG,2448,Саратовская область,2014-31-10,8,169234.50
NK,2373,Ставропольский край,2014-30-10,28,235132.81
VG,2449,Республика Башкортостан,2010-02-02,15,54601.23
NK,2374,Республика Дагестан,2010-14-12,5,12382.24
SB,2377,Иркутская область,2013-06-07,6,83119.25
VG,2450,Республика Башкортостан,2010-27-05,4,78334.41
NK,2375,Чеченская Республика,2016-26-06,13,173567.99
NK,2376,Республика Дагестан,2010-12-10,17,380960.68
SO,2441,Волгоградская область,2014-26-06,8,221938.29
SB,2378,Кемеровская область,2013-03-12,8,243046.88
FE,2403,Чукотский автономный округ,2012-01-08,17,235883.91
UR,2400,Челябинская область,2013-21-11,7,111541.77
UR,2401,Ямало-Ненецкий автономный округ,2014-27-04,5,129648.04
FE,2404,Сахалинская область,2014-27-10,10,97526.84
CE,2412,Ивановская область,2013-12-07,22,131263.92
CE,2413,Костромская область,2010-03-06,15,77309.58
VG,2451,Самарская область,2010-07-01,28,947913.16
FE,2405,Камчатский край,2016-22-06,16,679472.07
NW,2384,Калининградская область,2013-23-11,7,162684.92
UR,2402,Ханты-Мансийский автономный округ,2010-05-09,11,129881.85
SO,2442,Республика Крым,2016-03-03,3,10599.63
NW,2385,Санкт-Петербург,2014-18-02,8,35004.21
UR,2403,Тюменская область,2011-12-04,10,31922.06
FE,2406,Камчатский край,2015-07-03,0,0.00
SB,2379,Томская область,2015-17-03,16,393686.77
CE,2414,Владимирская область,2012-01-10,15,78734.35
SB,2380,Республика Тыва,2015-07-06,17,528293.08
UR,2404,Свердловская область,2016-28-02,14,457550.03
CE,2415,Костромская область,2010-08-10,20,574452.45
NW,2386,Мурманская область,2011-12-09,17,207553.21
VG,2452,Нижегородская область,2015-19-12,14,72899.56
VG,2453,Саратовская область,2016-23-03,5,45047.05
VG,2454,Республика Мордовия,2011-03-07,5,94426.52
SO,2443,Республика Адыгея,2015-21-06,14,406944.14
NK,2377,Чеченская Республика,2011-01-04,18,463334.63
NK,2378,Карачаево-Черкесская Республика,2012-23-12,15,129773.52
NK,2379,Карачаево-Черкесская Республика,2015-06-08,7,270411.52
FE,2407,Сахалинская область,2010-02-06,7,255.51
CE,2416,Ивановская область,2011-17-06,8,113065.77
UR,2405,Курганская область,2013-14-05,6,97653.14
SO,2444,Республика Крым,2012-01-09,21,448371.04
SO,2445,Севастополь,2013-19-06,21,679334.76
CE,2417,Брянская область,2012-22-10,26,449434.97
CE,2418,Тверская область,2010-17-05,11,333473.22
UR,2406,Челябинская область,2016-16-07,8,174538.77
SO,2446,Республика Калмыкия,2010-08-03,7,102258.66
CE,2419,Смоленская область,2015-27-09,7,18335.87
UR,2407,Ханты-Мансийский автономный округ,2013-20-09,5,7230.59
SB,2381,Республика Хакасия,2014-17-08,12,186629.87
CE,2420,Костромская область,2012-07-04,12,335209.06
NK,2380,Ставропольский край,2010-07-06,16,119211.28
SO,2447,Краснодарский край,2015-13-08,8,106713.34
NK,2381,Ставропольский край,2013-02-01,8,376303.60
VG,2455,Республика Башкортостан,2012-30-08,23,141399.97
VG,2456,Пензенская область,2010-27-02,13,158806.83
NW,2387,Ленинградская область,2016-26-03,4,92288.82
NK,2382,Кабардино-Балкарская Республика,2012-19-10,16,327908.80
FE,2408,Хабаровский край,2011-16-01,3,74276.88
SO,2448,Волгоградская область,2015-22-05,5,50781.29
CE,2421,Московская область,2012-22-09,0,0.00
SO,2449,Республика Адыгея,2013-01-12,19,306375.35
SO,2450,Краснодарский край,2011-07-02,16,552804.38
SO,2451,Республика Калмыкия,2013-24-09,9,50639.27
CE,2422,Липецкая область,2012-29-08,1,22866.30
FE,2409,Хабаровский край,2011-22-10,6,108036.89
FE,2410,Еврейская автономная область,2013-02-11,17,538622.24
NK,2383,Карачаево-Черкесская Республика,2014-16-09,5,153834.23
VG,2457,Кировская область,2010-06-01,6,97418.18
UR,2408,Свердловская область,2012-06-10,17,439573.19
VG,2458,Оренбургская область,2013-14-06,0,0.00
NW,2388,Санкт-Петербург,2012-03-02,10,51753.49
NW,2389,Архангельская область,2012-18-06,6,155080.85
SB,2382,Забайкальский край,2011-31-08,4,66524.20
NK,2384,Республика Ингушетия,2011-05-06,1,15415.82
UR,2409,Тюменская область,2015-18-08,13,167396.58
VG,2459,Оренбургская область,2010-18-07,18,820339.29
VG,2460,Пензенская область,2016-28-05,1,25492.53
SB,2383,Республика Бурятия,2012-08-12,1,20187.57
CE,2423,Владимирская область,2013-28-08,2,56948.51
VG,2461,Самарская область,2011-08-07,15,353222.77
NK,2385,Кабардино-Балкарская Республика,2016-31-05,11,203687.52
NK,2386,Карачаево-Черкесская Республика,2015-31-07,6,151664.34
SB,2384,Алтайский край,2012-04-09,30,454475.60
SB,2385,Кемеровская область,2011-30-06,10,162872.71
VG,2462,Пермский край,2014-28-09,15,334752.39
UR,2410,Курганская область,2012-04-03,18,424951.54
SB,2386,Омская область,2015-24-03,19,39428.95
SO,2452,Республика Калмыкия,2011-08-10,2,41161.65
CE,2424,Смоленская область,2011-03-03,12,45733.83
FE,2411,Республика Саха (Якутия),2012-21-09,9,43823.94
NK,2387,Ставропольский край,2013-20-09,10,92638.03
CE,2425,Брянская область,2015-18-08,12,188408.87
NW,2390,Калининградская область,2010-16-03,12,380113.02
SB,2387,Алтайский край,2014-24-06,13,561561.83
CE,2426,Костромская область,2015-13-08,5,17504.60
NK,2388,Ставропольский край,2013-07-02,4,167924.55
CE,2427,Орловская область,2014-01-04,17,803766.35
CE,2428,Московская область,2014-20-03,16,100538.70
NW,2391,Санкт-Петербург,2014-28-12,5,141653.42
NW,2392,Калининградская область,2010-28-03,15,547292.10
SB,2388,Забайкальский край,2015-08-04,2,26926.45
SB,2389,Алтайский край,2015-06-02,8,303213.04
FE,2412,Хабаровский край,2011-09-04,17,281321.57
VG,2463,Оренбургская область,2010-29-07,5,21851.28
NW,2393,Псковская область,2012-31-12,17,527677.67
SO,2453,Республика Адыгея,2013-23-11,3,59571.24
NW,2394,Мурманская область,2012-04-08,18,131021.81
UR,2411,Свердловская область,2012-26-08,12,177952.82
VG,2464,Республика Мордовия,2016-07-07,18,55160.37
NK,2389,Ставропольский край,2014-25-05,24,136244.44
FE,2413,Амурская область,2011-17-04,0,0.00
UR,2412,Челябинская область,2010-25-02,16,8215.56
NW,2395,Вологодская область,2012-16-11,4,139107.97
NK,2390,Карачаево-Черкесская Республика,2010-25-09,18,279134.36
FE,2414,Республика Саха (Якутия),2016-24-01,13,247971.13
FE,2415,Республика Саха (Якутия),2013-22-08,9,186733.68
VG,2465,Удмуртская Республика,2016-31-01,7,74811.40
NW,2396,Архангельская область,2015-08-01,9,349935.35
NK,2391,Кабардино-Балкарская Республика,2012-13-07,22,809363.87
UR,2413,Ямало-Ненецкий автономный округ,2013-15-12,12,98318.62
CE,2429,Белгородская область,2012-07-06,1,42389.60
VG,2466,Ульяновская область,2014-28-07,13,79114.71
NK,2392,Кабардино-Балкарская Республика,2010-22-12,12,272091.77
UR,2414,Свердловская область,2010-27-06,13,26915.08
SO,2454,Республика Адыгея,2013-13-07,20,151475.22
CE,2430,Брянская область,2013-17-08,11,258862.93
NK,2393,Чеченская Республика,2014-16-05,24,83788.55
NK,2394,Республика Северная Осетия,2010-21-07,7,91699.04
SO,2455,Севастополь,2010-18-10,0,0.00
SB,2390,Кемеровская область,2011-23-07,18,101181.55
SB,2391,Омская область,2013-16-06,11,17543.77
UR,2415,Свердловская область,2016-02-01,12,383914.53
SO,2456,Волгоградская область,2011-14-07,21,267205.93
UR,2416,Ямало-Ненецкий автономный округ,2015-15-04,8,172141.15
FE,2416,Республика Саха (Якутия),2010-03-01,3,12885.74
NW,2397,Псковская область,2015-06-10,3,35154.93
SO,2457,Волгоградская область,2012-13-02,18,466751.45
CE,2431,Московская область,2010-19-01,11,204774.88
SO,2458,Краснодарский край,2014-04-04,18,19680.24
SO,2459,Астраханская область,2015-25-05,15,131975.31
UR,2417,Тюменская область,2016-21-05,4,140581.54
SO,2460,Республика Адыгея,2011-23-10,9,97704.38
CE,2432,Рязанская область,2012-16-06,8,157711.65
SO,2461,Севастополь,2010-18-11,14,143566.88
NK,2395,Кабардино-Балкарская Республика,2016-11-03,23,851164.85
NK,2396,Карачаево-Черкесская Республика,2012-24-09,11,245114.46
SO,2462,Астраханская область,2011-15-08,6,28042.31
NK,2397,Республика Северная Осетия,2010-09-04,8,372490.13
CE,2433,Калужская область,2014-30-10,24,295965.48
VG,2467,Республика Татарстан,2012-20-08,10,75122.48
NK,2398,Карачаево-Черкесская Республика,2010-14-01,3,30810.91
NW,2398,Санкт-Петербург,2014-08-02,12,180529.55
VG,2468,Самарская область,2016-30-05,2,15297.48
CE,2434,Воронежская область,2015-19-06,21,375607.14
NW,2399,Архангельская область,2015-12-12,12,132421.70
FE,2417,Чукотский автономный округ,2010-21-02,1,25394.30
NW,2400,Псковская область,2011-19-07,4,85077.00
SB,2392,Новосибирская область,2015-06-05,2,69594.84
UR,2418,Тюменская область,2015-03-08,14,517064.27
SO,2463,Республика Адыгея,2014-14-01,18,154785.57
SB,2393,Республика Тыва,2013-27-09,7,45852.34
NW,2401,Новгородская область,2013-18-10,17,100274.31
NW,2402,Архангельская область,2011-22-06,2,25826.41
UR,2419,Курганская область,2012-26-10,12,153077.58
UR,2420,Тюменская область,2011-12-04,17,417322.53
VG,2469,Кировская область,2013-07-06,20,328585.70
NW,2403,Ленинградская область,2014-15-12,25,557956.53
UR,2421,Ямало-Ненецкий автономный округ,2010-04-10,9,181251.89
NW,2404,Республика Коми,2016-07-06,3,42011.64
CE,2435,Ивановская область,2010-06-11,7,105053.60
NW,2405,Республика Карелия,2013-08-02,7,139913.29
UR,2422,Челябинская область,2015-27-07,7,60555.39
UR,2423,Тюменская область,2011-24-03,6,154645.25
NK,2399,Карачаево-Черкесская Республика,2013-20-05,9,58015.83
FE,2418,Хабаровский край,2014-20-06,4,116050.19
VG,2470,Саратовская область,2012-17-04,17,759308.45
NK,2400,Чеченская Республика,2015-17-09,1,51831.26
SB,2394,Иркутская область,2014-05-12,5,66455.71
VG,2471,Пензенская область,2015-07-10,14,323383.63
SO,2464,Ростовская область,2013-05-04,25,496347.62
SB,2395,Республика Бурятия,2013-11-10,5,85555.20
VG,2472,Кировская область,2010-04-05,11,497066.70
VG,2473,Республика Марий Эл,2014-11-07,3,15848.29
SB,2396,Республика Хакасия,2012-11-03,11,225941.90
UR,2424,Ямало-Ненецкий автономный округ,2013-28-03,8,74513.86
VG,2474,Пензенская область,2011-21-03,22,10027.35
SB,2397,Томская область,2014-19-03,15,632393.93
NW,2406,Новгородская область,2013-11-04,1,18439.04
VG,2475,Республика Татарстан,2012-08-10,11,228864.03
UR,2425,Свердловская область,2010-04-08,14,368954.21
VG,2476,Нижегородская область,2014-18-03,20,251305.60
NW,2407,Мурманская область,2012-06-07,9,97184.88
SO,2465,Волгоградская область,2016-09-01,2,7761.69
NK,2401,Карачаево-Черкесская Республика,2010-05-01,6,202805.48
CE,2436,Воронежская область,2010-21-04,16,125517.53
SB,2398,Иркутская область,2012-02-01,27,524697.89
CE,2437,Курская область,2015-20-01,7,223601.94
CE,2438,Курская область,2016-07-01,4,7263.92
FE,2419,Приморский край,2014-09-08,23,159227.55
CE,2439,Смоленская область,2013-03-03,8,1539.32
VG,2477,Нижегородская область,2011-19-09,1,4267.14
VG,2478,Оренбургская область,2010-12-10,2,4479.76
UR,2426,Ханты-Мансийский автономный округ,2011-15-10,13,313982.22
VG,2479,Чувашская Республика,2012-04-06,6,17615.22
SB,2399,Республика Алтай,2011-03-05,3,18914.95
VG,2480,Республика Мордовия,2012-10-02,3,30043.49
VG,2481,Республика Татарстан,2012-18-10,14,99539.14
NW,2408,Республика Коми,2015-17-07,14,253081.38
UR,2427,Ямало-Ненецкий автономный округ,2012-04-04,19,43404.01
FE,2420,Хабаровский край,2015-01-06,29,888168.02
SO,2466,Астраханская область,2013-19-05,21,66996.61
SB,2400,Республика Бурятия,2015-21-08,6,55679.84
NW,2409,Новгородская область,2014-18-07,17,378905.25
SO,2467,Республика Калмыкия,2011-05-09,27,207742.66
VG,2482,Республика Башкортостан,2015-14-03,0,0.00
NW,2410,Ленинградская область,2013-21-04,9,5966.90
NK,2402,Республика Северная Осетия,2013-11-09,10,294665.59
UR,2428,Свердловская область,2015-04-01,2,3912.79
SB,2401,Республика Тыва,2014-29-03,11,26664.49
UR,2429,Тюменская область,2011-24-08,1,4612.67
CE,2440,Ярославская область,2011-07-08,7,70102.88
NK,2403,Кабардино-Балкарская Республика,2015-10-11,9,131877.26
CE,2441,Рязанская область,2011-07-02,11,216140.23
UR,2430,Тюменская область,2015-29-12,22,128917.04
NK,2404,Карачаево-Черкесская Республика,2016-09-02,10,39466.66
CE,2442,Липецкая область,2010-03-11,13,162903.74
NW,2411,Калининградская область,2010-06-08,2,191.87
NW,2412,Псковская область,2013-20-08,7,31135.81
UR,2431,Ямало-Ненецкий автономный округ,2015-12-07,23,51492.81
SB,2402,Красноярский край,2012-04-09,14,78346.59
FE,2421,Приморский край,2013-01-03,15,166876.25
CE,2443,Тамбовская область,2014-01-01,22,42363.93
SB,2403,Забайкальский край,2010-12-10,4,99986.85
NK,2405,Ставропольский край,2014-15-02,7,53449.14
